Batches,Hausdorff Distance,Total Travelled Distance,Sliced Wasserstein Distance,Time Reversal Ratio
1,0.07738851095910115,248721.26884408225,0.05460987829660257,0.20045780194513832
1001,0.11696750274946598,216554.181067591,0.046795037140320274,0.1275836927120101
2001,0.14115414995282255,168792.14598323233,0.04937916618101807,0.09550220911394076
3001,0.1480040501420112,159376.16564667484,0.05529290622716318,0.045968025886732676
4001,0.1493479800544411,155775.71451265263,0.049299648479861465,0.052517712673584266
5001,0.15019526010752463,149004.71345258507,0.053966452313728076,0.04896333688023779
6001,0.14679214144508757,154102.66290349799,0.051034794559164695,0.055441502116847376
7001,0.14421728633749037,152240.04554647562,0.04728779882822879,0.052100714629779415
8001,0.14825851597993836,153315.18535506102,0.048748812702241386,0.05618289716506907
9001,0.1453392475739216,150239.6483449671,0.0510726284823919,0.04145433985887829
10001,0.14564202877625454,149499.83619475615,0.051729811028954714,0.054990213741332915
