Batches,Hausdorff Distance,Total Travelled Distance,Sliced Wasserstein Distance,Time Reversal Ratio
1,0.08537069653959435,250895.5686189711,0.055015020659166816,0.1000714848830742
1001,0.1061950714102727,231457.9047746993,0.042244756196785624,0.2810620897897697
2001,0.145112831052266,168317.12278526693,0.04411586660165667,0.11758155427504116
3001,0.15568650028267034,152273.1325782664,0.051188524424172266,0.10639851193121865
4001,0.1526730213705152,145513.58328679172,0.04862516814249408,0.07454705108582624
5001,0.1497124688382436,144358.73975554729,0.050232466293524784,0.08371042533097346
6001,0.1482905735051531,144630.0814512813,0.05062080771044994,0.08920804955903879
7001,0.13965418049430312,143851.94526782553,0.049171348738360515,0.07844981268723761
8001,0.1532508917940837,141738.18509408034,0.04595275638913744,0.0780608241507918
9001,0.15584261987271286,145671.83522665175,0.04975528537273849,0.06778236013394194
10001,0.1547193643313223,147570.87856775662,0.051357392356765744,0.04213281290094584
