Batches,Hausdorff Distance,Total Travelled Distance,Sliced Wasserstein Distance,Time Reversal Ratio
1,0.24043004425586598,12712.107381852713,0.07123775467033422,0.1863540871210889
10001,0.18883581884846679,55371.03252510791,0.0755167510793552,0.18856183101595383
