Batches,Hausdorff Distance,Total Travelled Distance,Sliced Wasserstein Distance,Time Reversal Ratio
1,0.2627721688230734,53929.946160227424,0.07610661142235459,0.18797740415669772
1001,0.278351943264445,47067.72677420842,0.0813564738274236,0.17854214099171084
2001,0.25723062962694043,45296.606310951436,0.07763413829600677,0.17373807460640597
3001,0.2688414674028426,44670.99806178409,0.08133198312602499,0.17180490620272154
4001,0.2404124513065493,34090.86667509958,0.07736644292621968,0.184615834102899
5001,0.22614242532289525,25068.564479866673,0.06546589555869392,0.16793756256021672
6001,0.21211544167834154,17685.351271361495,0.06922826749426236,0.1708326976792068
7001,0.1890053668530751,10821.361807617257,0.05514542785517961,0.13917581191662184
8001,0.18203273339655704,12911.843450703194,0.0794572326367881,0.135608440441937
9001,0.19066266126554246,24616.591094201205,0.09323226082566244,0.12978275196743144
10001,0.1492917524600426,47051.02385805144,0.05826745460613877,0.13512356550665397
11001,0.15590899690278795,41129.711304330616,0.07094300955616198,0.12159060176212073
12001,0.21792169802900246,42754.81124155248,0.08546611598100974,0.1440830242007178
