Batches,Hausdorff Distance,Total Travelled Distance,Sliced Wasserstein Distance,Time Reversal Ratio
1,0.28027704101732287,54202.699620511194,0.08074634158739306,0.11050315332556683
1001,0.22889815992565554,40796.95169023994,0.0716706847931772,0.1950845782387887
2001,0.2103652509526684,25050.833245341342,0.07260812283225258,0.10653800864860755
3001,0.17517899655017716,11404.229630694232,0.05931068731238033,0.061032383609226505
4001,0.17432660349630083,17987.5862564957,0.06779971085231819,0.021874727430895868
5001,0.13649083731874212,38868.839526776996,0.04908135850800593,0.041138986153033956
6001,0.11815543704347996,62862.24751379281,0.037364809300976534,0.06449879918227902
7001,0.10285744194900967,77721.14011897257,0.04128186737451349,0.08022566142457693
8001,0.08005566879953366,93041.6564647137,0.02838105454345039,0.04721862322389823
9001,0.07157232483944834,118223.32487140081,0.02168600112708588,0.05322263641810644
10001,0.06504313992516497,125529.65111995717,0.020836771667620223,0.05792173421157965
11001,0.07628314887781291,127699.35180333082,0.025942235337832235,0.047161340844494526
12001,0.055027964110006565,133225.81800705497,0.02435822315016847,0.06315945978437199
