Batches,Hausdorff Distance,Total Travelled Distance,Sliced Wasserstein Distance,Time Reversal Ratio
1,0.2555399025398813,52901.97561069345,0.07684664690075721,0.12187909155046141
1001,0.24068146500991267,40157.56696429049,0.07095534937906627,0.20283443225896075
2001,0.20522032304603802,25969.568269016967,0.06519761308789558,0.28187013372371034
3001,0.20235451391447917,14244.39402364261,0.07194190240585654,0.3586653033711255
4001,0.28219465662696236,12789.611740153723,0.09378815817711776,0.2026413296003789
5001,0.17947824379794683,10571.875107862461,0.05693094357046697,0.1328263591768276
6001,0.19127190445615155,23971.451154710372,0.05096719704553264,0.031159302241570184
7001,0.17049792216028187,38844.91093627209,0.06603704857833823,0.008904983722876184
8001,0.14729589533114645,54401.99139342303,0.03796970429807147,0.007101213667197201
9001,0.12344225219198485,78869.09952479537,0.03347643330545397,0.003342026802324353
10001,0.11614258753671118,98969.08844501161,0.025363240970617863,0.002759844748998887
11001,0.08494399470602619,107779.07386838773,0.024510226831726892,0.0003002852710074571
12001,0.06984160466382495,128309.48914184223,0.02192932650321188,0.0009337804661840757
