Batches,Hausdorff Distance,Total Travelled Distance,Sliced Wasserstein Distance,Time Reversal Ratio
1,0.263488478792412,54566.41527729228,0.07876793795127202,0.39826327483495977
1001,0.24559147728710426,46804.59217716973,0.07294406535404233,0.3042137693440751
2001,0.24940355650454235,37846.04027149799,0.07420205961347516,0.16973664844693911
3001,0.2326530647957633,32899.42040942884,0.06923166322778355,0.10908254807548166
4001,0.25177334004576823,27524.41838229821,0.07748370248327134,0.08439988178969668
5001,0.20124035239547775,20103.090020341668,0.06408020063243214,0.08691949663407268
6001,0.19330809242674277,15549.39108123045,0.059838039269123504,0.0726068858932134
7001,0.18397339685956446,11712.333427206286,0.055741422542859694,0.07093776788361214
8001,0.14627986676332833,23060.282955468276,0.046424744255400045,0.06820348643730838
9001,0.1235934709828065,38346.66583516165,0.04340286763364316,0.06171362498931935
10001,0.16495018413886714,41789.319755388264,0.09022932333001606,0.07297227030670267
11001,0.12669293081074032,53955.60502809085,0.04513032237370245,0.04886832267642582
12001,0.13843651686195138,48823.279983328735,0.06355536957921752,0.0364913553384743
