Batches,Hausdorff Distance,Total Travelled Distance,Sliced Wasserstein Distance,Time Reversal Ratio
1,0.0683001254300605,250876.39706564942,0.05177147683930233,0.23539786359753953
1001,0.1169647316490155,192302.4999077448,0.04115890030000966,0.05475500943720064
2001,0.10918145326031659,204894.83680817945,0.0374610379288973,0.07320880142596972
3001,0.10410978534406774,209385.83566637523,0.034261778420110856,0.09498521419911538
4001,0.10315751664040824,220777.56782219987,0.03463295294822923,0.13817131031619495
5001,0.09934445230686312,232858.02930606747,0.03733292774663979,0.1865043723470131
6001,0.100664068091639,243441.77516311684,0.03575841542305903,0.21923672318251294
7001,0.09903993959019966,247171.51930326156,0.03729442632097701,0.2324875912900176
8001,0.08147314819275306,258846.41219172868,0.03391083613491405,0.2482617627378692
9001,0.08589878152464955,263722.7874223421,0.036070517979845465,0.24639844297577482
10001,0.08482575418984292,273300.4722292214,0.03454205290813872,0.26220689322768154
