Batches,Hausdorff Distance,Total Travelled Distance,Sliced Wasserstein Distance,Time Reversal Ratio
1,0.06932504354511611,256613.8674822438,0.04979746866658462,0.15700853006316237
1001,0.13225584288914702,182345.55272489373,0.04124513569096151,0.30268408176289835
2001,0.12717474392393247,192196.76070799996,0.04087306546068887,0.315284448455398
3001,0.12632246292753438,194818.52982793486,0.03775005896441885,0.3657357363274429
4001,0.12265296215973231,206320.4566731707,0.0358750286987926,0.37156090630698724
5001,0.11645387537689887,262940.2270456017,0.03385438011530272,0.3556182922092862
6001,0.1351561354976521,198898.77647580087,0.042921083042561,0.12492402096001412
7001,0.14502618407347095,204619.34253778734,0.043648657348621604,0.09787790913365596
8001,0.1485099062272271,199280.6130263369,0.04827442287874181,0.06450125098879327
9001,0.14797200280004735,186522.14063630247,0.04720452765458489,0.04513690365495941
10001,0.15512257353228703,166729.69200608923,0.04821598981309705,0.03184978177993365
