Batches,Hausdorff Distance,Total Travelled Distance,Sliced Wasserstein Distance,Time Reversal Ratio
1,0.08881166986096287,284232.10546176747,0.05786509288120136,0.13542391965031256
1001,0.12978040417182432,182358.34729209193,0.041211544538681234,0.17592382679862767
2001,0.12801906219401807,182220.37282260015,0.041139951268382144,0.15737626513949618
3001,0.1251326901021586,195833.75128129398,0.04069015194001054,0.1336067964794771
4001,0.12321300592529302,209571.03262937118,0.038630641313557805,0.14330438349417232
5001,0.12198368811568779,212370.10652684257,0.03954852817344345,0.12171882542902689
6001,0.11927178825392704,223569.98222639077,0.03761054329725254,0.12860762968808154
7001,0.11876710652157389,229261.56889001164,0.03905885248221896,0.166315260805989
8001,0.11818605094229118,224230.70226490588,0.037741439248473466,0.14287446158640094
9001,0.12129958157453939,228080.6495484632,0.03939777540932625,0.16070277703215832
10001,0.11722327382528785,234433.00016454415,0.03739229523771202,0.15683854788682297
