Batches,Hausdorff Distance,Total Travelled Distance,Sliced Wasserstein Distance,Time Reversal Ratio
1,0.06885854680035208,257285.0120956728,0.04692131148938971,0.23608118687272653
1001,0.13316764737007922,193752.4181132208,0.044782377993755,0.07327321829856272
2001,0.12501357039466748,188936.40030108282,0.04528345037472809,0.3840432876311797
3001,0.1338750430417823,153197.04928790475,0.05171728685056683,0.07263615439211785
4001,0.14473401011225673,139935.35028053934,0.05153051395239764,0.1405896142862595
5001,0.14763256504296843,132488.37466845853,0.04958788321819288,0.026439581489760073
6001,0.15452325134997408,120715.1685510776,0.05340331706152657,0.0094409206005214
7001,0.15206820688816586,123426.47950321378,0.04821117328301635,0.006274575466379008
8001,0.14532308807400726,124791.16483432913,0.04556318593972953,0.0076025524885484546
9001,0.13953238147183555,116856.8812698636,0.04887765971834952,0.18813499246174592
10001,0.13613186582767803,112768.38521994506,0.04727833933169859,0.0026534408851354527
