Batches,Hausdorff Distance,Total Travelled Distance,Sliced Wasserstein Distance,Time Reversal Ratio
1,0.10889382097912977,88483.33288128038,0.05735883350458576,0.3903783273711563
1001,0.1193172233958275,58313.393721888024,0.14455426051734185,0.0
2001,0.12567370327514038,42667.920190973295,0.05768066587374199,0.0
3001,0.11499007115813874,53939.762076656014,0.07453822991964283,0.0
4001,0.11304173267488296,46716.23121782931,0.05497714044872258,0.0
5001,0.11659498909647906,55523.72533288577,0.12838667644733381,0.0
6001,0.10929904748368836,59380.804718146,0.05795343645999865,0.0
7001,0.11711395520031152,50115.25859214824,0.044222439488375044,0.0
8001,0.11332186803141127,59928.017218891306,0.07818662008235487,0.0
9001,0.11308275963429809,37486.23378035704,0.04567013199405614,0.0
10001,0.11664560293568293,31170.99110052194,0.07789636868415485,0.0
