Batches,Hausdorff Distance,Total Travelled Distance,Sliced Wasserstein Distance,Time Reversal Ratio
1,0.13780032770359013,89330.32298771938,0.07796209388526379,0.20577572847464337
1001,0.12398690876068202,29504.938313033934,0.14345189648303736,0.07499134726043243
2001,0.11645477423806426,97425.28112374939,0.04827460229836822,0.0
3001,0.11135146361917453,81010.81348503014,0.04098095624992692,0.0
4001,0.12317932768487262,60686.08987236364,0.06600688393785818,0.00478087268836925
5001,0.10851744555684559,94077.55193037409,0.04033186892069248,0.0
6001,0.11302742054946427,61600.02805871226,0.0682022313766499,4.776096591777472e-06
7001,0.11147638026265058,66033.33943519603,0.046799503265540825,2.8656579550664832e-05
8001,0.11324347638617906,47366.41321932522,0.05589796013885133,0.0
9001,0.11230056211193336,42398.16446020595,0.05517571981525369,0.0
10001,0.11433393239393472,41623.32174856595,0.08482545792366344,0.0006829818126241785
