Batches,Hausdorff Distance,Total Travelled Distance,Sliced Wasserstein Distance,Time Reversal Ratio
1,0.126008340841614,78024.3798939583,0.06667794669399268,0.1775920813074372
1001,0.10754283496891323,94022.90075623627,0.04920770562128926,0.0
2001,0.09953117421416892,63127.64065656885,0.08679669369255866,0.0
3001,0.10903857221700236,49917.69830687285,0.050629609323394366,0.0
4001,0.11381074557493354,29864.32791602722,0.0762368928412808,0.0
5001,0.11967938597422736,48732.639482747734,0.14042890377087588,0.0
6001,0.1083060469327972,36699.7958342038,0.059637785987914735,0.0
7001,0.11565512744041269,31085.59748591046,0.05975353679813218,0.0
8001,0.10915044330171988,51944.79231016879,0.05403596398216467,0.0
9001,0.11443312481959687,66336.18540560674,0.04799685712673264,0.0
10001,0.11668294278476227,66567.55930910909,0.05477690701025515,0.0
