Batches,Hausdorff Distance,Total Travelled Distance,Sliced Wasserstein Distance,Time Reversal Ratio
1,0.12328388296768336,90291.06403564369,0.07177608112008013,0.15054727376871335
1001,0.12241218660231562,63415.92813208391,0.08124936601601007,0.0
2001,0.11274638080758846,78154.45755685151,0.05838005670384765,0.0
3001,0.13347498002450384,62060.0514325713,0.053516487054459175,0.0
4001,0.12696333175238023,58040.519679525096,0.048199810502365666,0.0
5001,0.13003621027720186,60741.01823184607,0.05335952666696866,0.0
6001,0.10173823247992819,89543.18657778842,0.05645737931912267,0.11911548419184427
7001,0.12011062231694217,70452.66981115103,0.049516665875987374,0.5066758860325419
8001,0.10284771385221846,79783.60777517976,0.05032169733507631,0.0
9001,0.11963419580770027,60758.597115086464,0.05114506784430149,0.0
10001,0.11524273898825588,43101.714421544806,0.07949593470208775,0.0
