Batches,Hausdorff Distance,Total Travelled Distance,Sliced Wasserstein Distance,Time Reversal Ratio
1,0.23679100891903182,10707.880817666792,0.07125018096220201,0.21265235175282077
1001,0.2349966174701193,11443.960600380971,0.06971275069823533,0.28921766087860057
2001,0.23269065982729334,11577.176788014287,0.07025388685422189,0.3045891789719791
3001,0.23000359194378242,12024.775174067123,0.06958748785514399,0.33116468526620724
4001,0.23668554656925805,13180.59521003229,0.06989808744906295,0.32850505822140796
5001,0.2286708182545905,14178.113927032133,0.0688119519383176,0.3171587728989215
6001,0.23449614121314602,14632.745432694,0.06927341672074495,0.3089894745731733
7001,0.23650295570198246,15797.082578200987,0.06927700714954833,0.2952475321713152
8001,0.23109383578171336,16351.867499862346,0.06718114003699534,0.2734415421107769
9001,0.23067222426698372,16631.680626703223,0.06636160014402812,0.2860964173260481
10001,0.22631063055680553,18093.683811925912,0.06766913745214358,0.263244093297522
