Batches,Hausdorff Distance,Total Travelled Distance,Sliced Wasserstein Distance,Time Reversal Ratio
1,0.24103223240914384,11944.445860288042,0.07370971803081301,0.16399037418513576
1001,0.22957097832895842,11383.178246836767,0.0725953874268351,0.29643058778947956
2001,0.2322232097758571,12905.89899362891,0.07257320610630934,0.2912289938724493
3001,0.22535663481589904,14101.073625362895,0.07040274253686749,0.31185604354194757
4001,0.22435397293130874,15060.5921969428,0.07085307930627617,0.3119122990636706
5001,0.2288935685864458,14825.792102987949,0.07164458715231395,0.30849821169750485
6001,0.22868896249347667,17177.674466715474,0.07005496613775211,0.2834986919441696
7001,0.22722341388982462,19039.852913532,0.06953218668346983,0.2604312235026649
8001,0.2191520064298267,18976.156387005347,0.06906759677748414,0.2554758528463805
9001,0.2235100971681501,21609.412379369678,0.06790458323599156,0.25546865826481424
10001,0.2236866218667004,22798.93151345211,0.06805881246854169,0.25207255652936683
