Batches,Hausdorff Distance,Total Travelled Distance,Sliced Wasserstein Distance,Time Reversal Ratio
1,0.2208307427065002,11738.090282628487,0.07177817925042215,0.2692137016402439
1001,0.22416669258257663,22097.698656990742,0.0858452475346431,0.23033881670897421
2001,0.19513044614219327,28186.332096215276,0.0825716543961272,0.1511011927202249
3001,0.18393285998944214,38315.670054281814,0.077570083095318,0.1662603344996023
4001,0.18200780156862195,41640.38033277598,0.07403937788472707,0.19424519983947464
5001,0.18130845712566732,44788.67617296548,0.07247851137814111,0.18300330713195895
6001,0.18065375336161332,46523.70493125113,0.0760870903714839,0.1916409233796651
7001,0.180683367658678,46609.511561463965,0.07431014722829384,0.22483885513480176
8001,0.18080389967301944,46980.37272278622,0.07775208936215683,0.22000317082431914
9001,0.18076018389215678,45061.86054395702,0.07555206390894834,0.22638107645157243
10001,0.18099206558284545,45399.24250985916,0.07793319747738711,0.20976096469136235
