Batches,Hausdorff Distance,Total Travelled Distance,Sliced Wasserstein Distance,Time Reversal Ratio
1,0.23262495587937296,11244.116938486324,0.07303709175781246,0.12352719370057799
1001,0.2149446156484397,23192.471667476355,0.08860691096369054,0.3080465108647379
2001,0.19970546291826816,27626.758661401847,0.08936266159057536,0.16150194971703116
3001,0.1931468305771486,36468.348419094895,0.08074781232487091,0.16638142345815013
4001,0.18931939256832878,44999.08246820346,0.08029234945535349,0.14283010681742186
5001,0.18891336099494402,47466.515301391846,0.07877424366549177,0.16137951921186997
6001,0.18905291958007844,51105.03978121153,0.07794670698276625,0.17107762370937016
7001,0.18892155176171552,50371.95150769934,0.07997857762300614,0.1988161385681409
8001,0.1886753612732801,49854.599261380674,0.08052053295347078,0.20449360236939088
9001,0.1888048449222291,52346.26113698284,0.07865257166556403,0.19629761807350232
10001,0.18879285321044761,51323.084553975,0.07742612130734773,0.19339807437738762
