Batches,Hausdorff Distance,Total Travelled Distance,Sliced Wasserstein Distance,Time Reversal Ratio
1,0.2330975777757848,10895.25957143751,0.07304722980952781,0.21028798895372527
1001,0.22134415345281927,24445.037921059666,0.08516570221456644,0.2950431343975801
2001,0.2000320389429613,30283.557380942602,0.08385281613394746,0.18006515672623782
3001,0.19273249006552223,35808.11991226775,0.07969518718917597,0.16499694725422773
4001,0.190081702112753,40609.84624356062,0.07632527248284897,0.1991748972036966
5001,0.1886994981073155,43966.4299434407,0.07495217545163615,0.2193475932975015
6001,0.18876080314060464,48085.363833836054,0.07583206556782819,0.1966676690859431
7001,0.18879442157356027,45882.481338990634,0.07466503982586908,0.2519966759853705
8001,0.1886963111180529,45566.43680876821,0.07749650157162664,0.21281282147376057
9001,0.18877983585322664,43984.115470888035,0.07960760085474385,0.20492883361186925
10001,0.18882721425350538,43364.25989198923,0.07666136975199987,0.21810178430810317
