Batches,Hausdorff Distance,Total Travelled Distance,Sliced Wasserstein Distance,Time Reversal Ratio
1,0.2676557170835576,54241.99595292555,0.07730349434971319,0.25658394739438556
1001,0.27873136194678083,46119.15976648998,0.08817355901222497,0.0
2001,0.275762948483855,48412.912348882266,0.07579242984195171,0.0
3001,0.19765860253821668,45957.69741457132,0.09029977590234728,0.0
4001,0.2110209484331475,43874.4326797566,0.14727171077279294,0.0
5001,0.4099316824463547,53595.03813952847,0.22080182121169448,0.0
6001,0.2370990154200169,43996.20337347163,0.1429286549492081,0.0
7001,0.22599793062391285,50339.391972735546,0.06980955180844102,0.0
8001,0.33752699233364303,46131.12809653593,0.0993177957418717,0.0
9001,0.28867457692186804,48921.27964023085,0.08253553468585396,0.0
10001,0.26792535599618295,53523.798089084004,0.08907268522700297,0.0006173126374817982
11001,0.3108202502124922,53091.8898371629,0.10707474505222336,0.0
12001,0.2271830461854012,47382.67287836918,0.10481411026826946,0.0
