Batches,Hausdorff Distance,Total Travelled Distance,Sliced Wasserstein Distance,Time Reversal Ratio
1,0.12012345783024604,30207.899722126345,0.05862170364038598,0.0
1001,0.08401244864335598,242279.74137769136,0.03728420567125193,0.16076994709934256
2001,0.08799022867642983,241490.57491954634,0.0358277067024493,0.1541657242282292
3001,0.08516545450397092,241583.40282697798,0.036966423995541446,0.1533569636086744
4001,0.1082198618904557,264062.43892723054,0.03383517210650538,0.2068954710012272
5001,0.11578115006943217,332933.35107528773,0.03309433412826534,0.5036750965855007
6001,0.06712356026839636,209856.53856469976,0.036533274095357185,0.304556671874798
7001,0.09995861338918169,194145.13673229405,0.0310217025375459,0.18173991224144354
8001,0.13893890076499635,139872.94373217793,0.025930125673151307,0.11060663262126125
9001,0.04521512890108562,221645.83358806098,0.02160108084734581,0.4865873736689139
10001,0.058020711397861004,191800.53060624603,0.016538308851805277,0.3209546162381122
