Batches,Hausdorff Distance,Total Travelled Distance,Sliced Wasserstein Distance,Time Reversal Ratio
1,0.12661317191160612,34268.41503651343,0.05848254685567809,0.0
1001,0.0693171523375058,260514.0927308626,0.02456900296649315,0.1573965900978502
2001,0.08938925284559762,235715.30653362896,0.016756129106991008,0.4471714248969882
3001,0.0998034038558328,215698.2333689573,0.015843357082766966,0.46605085317656186
4001,0.060761621203182535,259417.36514747603,0.012292492693007985,0.32514653549198047
5001,0.07087413762740229,265070.90268355317,0.011922742467134047,0.338554012858579
6001,0.07331642301785081,261783.4876912588,0.012343945225247212,0.3221694360734895
7001,0.06596459643718348,259182.30497757616,0.012065066788418897,0.33522077794240257
8001,0.07345733466701398,248962.06110269262,0.013161040596711913,0.32737927687550433
9001,0.027277532181891027,295097.00075634493,0.040298083389093846,0.30771636070416525
10001,0.035866197895540824,178108.56727015073,0.013639554283682777,0.24732930745064186
