Batches,Hausdorff Distance,Total Travelled Distance,Sliced Wasserstein Distance,Time Reversal Ratio
1,0.12501396162443612,32783.72076046043,0.05952592113617615,0.0
1001,0.12295105590933285,220606.30000910544,0.046593086150966356,0.10606142427871088
2001,0.12357881574069898,218328.0351778614,0.045739916658061895,0.10969220704578231
3001,0.11276929503391749,204358.89016246548,0.02795858133569002,0.28610109537056516
4001,0.051775472328386696,145613.60614678965,0.013376953211655575,0.0841531764762725
5001,0.06611786760123896,166916.16688618067,0.00936146762799977,0.22892372901332525
6001,0.019023392835333067,161819.23627875998,0.016571583150776784,0.35341624915882214
7001,0.03404492493617522,123696.2426079049,0.011273442532984592,0.10827515117364096
8001,0.018857136437515902,109604.62085790037,0.010860707133227244,0.19877308065084792
9001,0.037105813043263665,113732.28884937782,0.01931630774807225,0.07234454819393926
10001,0.03585735083213271,135825.7389492022,0.013309949702543887,0.10250277604456734
