Batches,Hausdorff Distance,Total Travelled Distance,Sliced Wasserstein Distance,Time Reversal Ratio
1,0.12248416093934972,24666.328357976898,0.05803387923771545,0.0
1001,0.049992778055750406,256356.39272232619,0.02981846049131376,0.5467117881836111
2001,0.05444934455997182,158753.52205698058,0.015658983958290316,0.13900837647114614
3001,0.03228605645956125,246774.31471002422,0.01877952653249129,0.2146517322347632
4001,0.09942383583067073,124622.3507436751,0.018167115404711973,0.05800805572510797
5001,0.0846402530726614,149476.6555883714,0.012024888774433452,0.07669616766443005
6001,0.03149102633825901,142120.52450325285,0.01385716881325424,0.21814167527179298
7001,0.032622631128691564,182022.9156710674,0.03374255438613134,0.3562823369988692
8001,0.1198340141317909,145505.5166695915,0.027585902156936862,0.22252845334021473
9001,0.0692895001825622,116797.49438696228,0.011699796637203217,0.12912323198149228
10001,0.0762525206748817,112885.09783020032,0.020471996250531227,0.14277634521745294
