Batches,Hausdorff Distance,Total Travelled Distance,Sliced Wasserstein Distance,Time Reversal Ratio
1,0.12746537996362656,24293.793715550906,0.059697618465128624,0.0
1001,0.08828812109297414,224942.0448458149,0.02043147423054774,0.2752459748516165
2001,0.08071902046370197,190316.28345603752,0.021305455845882264,0.1538531500581853
3001,0.049556356207382926,158630.18572387734,0.010817349121425863,0.18273593365881244
4001,0.10496738411927513,156184.34631909008,0.015522271292370077,0.22673699274264592
5001,0.08738841250038748,135826.31085782824,0.011737460381908612,0.12774531295693053
6001,0.08756378518125665,119980.16463596231,0.014796504601835467,0.13031433966211006
7001,0.047551001209665655,116668.13190829278,0.011704443082154748,0.09301736332200305
8001,0.060579177988530804,97078.04808487071,0.012856866898757948,0.06424300260667187
9001,0.028637010692013503,91267.34385659071,0.012593596475155075,0.06589735639789537
10001,0.06021476874854346,91290.94089460223,0.013390162470533125,0.10586348172830527
