Batches,Hausdorff Distance,Total Travelled Distance,Sliced Wasserstein Distance,Time Reversal Ratio
1,0.12880288741692203,22810.978327664096,0.05932889470721631,0.0
1001,0.09225948217401207,237402.02257190063,0.010645013471363459,0.3858723638931342
2001,0.022239012295111056,232098.98129858635,0.026273064140665936,0.16582169692384513
3001,0.09231599127188703,176449.18857551028,0.01880659914601183,0.4018011172799722
4001,0.11161012214663305,157860.13259727848,0.01140946930134885,0.1655350674678676
5001,0.03401541395926303,171985.58165066634,0.011894667770955663,0.19990641344153356
6001,0.07192478364230434,136150.4119152655,0.027464016739475596,0.1398311702949752
7001,0.05891508969384691,177287.6398154698,0.01496270000496216,0.14926947390420214
8001,0.031840563897328714,151276.9594096169,0.015082834250699456,0.07940561431255658
9001,0.04809020493018826,149478.87523328475,0.01855050419454821,0.09204288152677927
10001,0.02193061759279186,156579.63641161728,0.024585848150699058,0.12151039343599356
