Batches,Hausdorff Distance,Total Travelled Distance,Sliced Wasserstein Distance,Time Reversal Ratio
1,0.2348399230393744,10685.752128957512,0.07312388106950353,0.14329159229345106
1001,0.2648683163722038,9474.523831869466,0.09659572637035614,0.36688412097938916
2001,0.2210473950544061,18482.83213795907,0.08701049604489196,0.26456264446332645
3001,0.21983131291270333,22127.98345908003,0.08753480601566552,0.19502113828616416
4001,0.20869469586331996,25102.494716025445,0.0830786407872684,0.14542938952597556
5001,0.2048944932409933,26401.050136410588,0.0862652237116531,0.12261885104530278
6001,0.1988235151443285,28787.494349876826,0.08593707082458925,0.1207008532810962
7001,0.19254991108465105,34541.61620468284,0.08413500594048196,0.15928836291823625
8001,0.19252972288098164,37639.55339476486,0.08513038080377226,0.15535180926728392
9001,0.1903283171051237,40335.513189156336,0.08154839657848903,0.18884499040990893
10001,0.189341254250171,41066.018066682554,0.08150113999907216,0.16814812763589207
