Batches,Hausdorff Distance,Total Travelled Distance,Sliced Wasserstein Distance,Time Reversal Ratio
1,0.2294538159488687,11833.432489963045,0.0729421989508995,0.18334894986951705
1001,0.2530968100986043,6693.45524514585,0.09880717422905144,0.3623185726083085
2001,0.2125983680947162,18579.377130767578,0.09380133943017005,0.3036363828374882
3001,0.20463058993499444,24075.49331483378,0.08639011585621523,0.2041736119493615
4001,0.20147365281710983,27311.444083830396,0.08522629173262446,0.19693412738294513
5001,0.1919389398842924,32475.011117726044,0.08466592188059438,0.17774405309687732
6001,0.19178728086673769,35749.94439446786,0.08497344137783978,0.20966645571986048
7001,0.18978477141092448,36850.31127017813,0.08195685909251356,0.2262113689971532
8001,0.18972909586703354,42300.054159393985,0.08063818737722134,0.19424636649790605
9001,0.18880903332512555,45619.58147253676,0.0806780173981074,0.20236039473943274
10001,0.18904891840050514,44000.23969961512,0.07812583259416132,0.23032732412067033
