Batches,Hausdorff Distance,Total Travelled Distance,Sliced Wasserstein Distance,Time Reversal Ratio
1,0.07525047876174655,254419.10802638388,0.056044876808165736,0.23496024808341268
1001,0.11616411332802948,230500.4156262532,0.04237312334146312,0.23306860427917847
2001,0.14189905981878678,196604.50479856893,0.05013720523038489,0.1589173638614108
3001,0.13596245744721663,195184.3504166794,0.04661262584316704,0.09364834227910299
4001,0.14077896181399727,183166.6069206941,0.046010536384356114,0.06414193836888525
5001,0.15521375671535284,173668.68930344604,0.052103356210383665,0.06491142112703202
6001,0.15616832525855356,169289.83548545686,0.050060254570284866,0.055117934335974124
7001,0.15370101152011395,170638.88877218906,0.04631269788814086,0.07029757642256382
8001,0.14668273422439393,168837.95256227194,0.046860667990233314,0.064821780426793
9001,0.15125677198973658,168606.18288774707,0.048751288942411555,0.06142218490596
10001,0.14429089520247387,174018.4345002746,0.04786294274977334,0.06685109328191317
