Batches,Hausdorff Distance,Total Travelled Distance,Sliced Wasserstein Distance,Time Reversal Ratio
1,0.06857910939131391,256097.24882480502,0.05213539557105866,0.13177280314021905
1001,0.10375738628022227,238996.98088307233,0.03929776865247743,0.18994134542704577
2001,0.12586369351465992,196229.51387324542,0.048126759463603175,0.13661107711655687
3001,0.13335728254783896,176154.40903247125,0.05001795829735384,0.11538813748520671
4001,0.14081834953277675,172329.87907804857,0.047387093281810524,0.0893656477200771
5001,0.1366041696307503,159233.31543564505,0.05202953124724712,0.06346509106591318
6001,0.14276933853736073,151615.309610308,0.05321464626483653,0.07374262777254297
7001,0.14984386866397245,151991.6569952882,0.04813386406748327,0.09099332051145166
8001,0.1548791340128216,150550.16037725494,0.05082254030628645,0.072189929879057
9001,0.14590737071459806,148758.40849240517,0.05505774742041846,0.07502504555503596
10001,0.14592267489436217,157925.61932976902,0.0482118875263475,0.06322547739072823
