Batches,Hausdorff Distance,Total Travelled Distance,Sliced Wasserstein Distance,Time Reversal Ratio
1,0.05836765827725946,271611.7171723134,0.0477637799393915,0.25793899293606254
1001,0.10318504599314123,267800.10804981674,0.038519185712588916,0.2386317950982114
2001,0.13540807167830535,198860.39971715718,0.0482806882870066,0.1389939468883001
3001,0.13602341661402892,178244.57522861665,0.04748690574351742,0.12099729971302729
4001,0.14419401794693507,175795.10315391587,0.04679507293102504,0.1260417006325486
5001,0.13557084131031522,176118.7575364476,0.04474867021289543,0.10206687148813913
6001,0.14445763777216528,170103.00162496822,0.048889604975653526,0.1262006894052988
7001,0.14053658414296802,170193.8334718397,0.049933951380953245,0.11901680331395578
8001,0.14845747141355348,171700.26103170632,0.04950596380315696,0.09993317440757844
9001,0.14563751252850457,174142.95045432606,0.04771731818545929,0.12473148406439229
10001,0.145039919947258,174492.09449235274,0.04860015106773056,0.10418507107384795
