Batches,Hausdorff Distance,Total Travelled Distance,Sliced Wasserstein Distance,Time Reversal Ratio
1,0.06888027470386007,251578.0277595999,0.04536609352209066,0.11324081100880118
1001,0.10600092653605064,238609.30202314255,0.04069033007915425,0.18162339527449728
2001,0.13191757608701543,180212.44805407163,0.04992873059119546,0.12433316096766006
3001,0.13576151893191224,170125.69202067726,0.05014037582463245,0.07919087929744786
4001,0.13980956019941793,159287.01233855012,0.05358446527559194,0.08327186516714963
5001,0.14081717342500877,170523.73655594612,0.052126883376179545,0.1250199905858852
6001,0.13889119239448433,169095.94304918582,0.05259757416253513,0.07805067461681697
7001,0.1423203359514123,166505.84543669465,0.05266676998127887,0.07801778037556666
8001,0.14051987757066894,167072.7417884028,0.049495131161018474,0.07227425323484094
9001,0.12937658317520728,176665.877644757,0.049746836397514385,0.09306802998355847
10001,0.12207862696889091,179650.84103984054,0.050098315203629944,0.09142871303293613
