Batches,Hausdorff Distance,Total Travelled Distance,Sliced Wasserstein Distance,Time Reversal Ratio
1,0.11049762727303011,79846.90011795785,0.05993407322550133,0.4981070080535165
1001,0.13226020419194853,83677.29830779112,0.045271132410607415,0.6340409957469166
2001,0.12757317021550288,93960.0067277071,0.04360626805245159,0.445653400148807
3001,0.11374386037251538,107851.02889484717,0.05785496620390332,0.07437534998535138
4001,0.13844657119961734,107316.56658261755,0.05246160082774855,0.059803193355273225
5001,0.1356787815352278,108479.66672998498,0.04538500901914063,0.050568299884845735
6001,0.1230553144100781,116844.6231726539,0.0397778290673279,0.07548960482569929
7001,0.12312453659554976,125730.21796976237,0.04778070911670848,0.08452667322847437
8001,0.1180005321999015,130384.38770154468,0.04384419886014339,0.07767300098315864
9001,0.11249431030666296,141383.8241254784,0.04410851103243874,0.0910701983742661
10001,0.11275787273006135,158062.95522135953,0.04073582892971328,0.08718684574243586
