Batches,Hausdorff Distance,Total Travelled Distance,Sliced Wasserstein Distance,Time Reversal Ratio
1,0.12172704480504572,85930.30566242858,0.06891612426586438,0.16379762517487362
1001,0.11872752829625602,93594.15085479773,0.045049934907408905,0.0806787442273066
2001,0.0989245395374226,111504.55871706379,0.046787851237055776,0.08838165882555186
3001,0.08973334315789898,132396.08752555077,0.049120690493832345,0.07236347684383412
4001,0.0989185842484405,155141.26874641795,0.03977644324145776,0.041066520261651494
5001,0.11397460161041602,152594.35065478992,0.04386960625654048,0.018396199418589686
6001,0.11800734689473798,164887.52344685298,0.04811715101342475,0.010190598094655867
7001,0.1053045036355582,177568.17269889146,0.03747561572131349,0.009527994294156605
8001,0.09192647585873237,181565.04491745483,0.03904004474056852,0.0121758892282346
9001,0.0893270473352579,184407.8575903219,0.04772637782400392,0.012809491059147181
10001,0.08151762826820458,202581.7712666657,0.04002863632514399,0.01218773723889628
